company_name,uen_no,class,class_code,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
CHEE YAM CONTRACTOR PTE LTD,200307165H,General Builder Class 1,GB1,na,16/6/18,9,YISHUN INDUSTRIAL STREET 1,#03-88,NORTH SPRING BIZHUB,768163,67588829
CHEMICRETE ENTERPRISES PTE LTD,200707180N,General Builder Class 1,GB1,na,3/7/18,515,YISHUN INDUSTRIAL PARK A,na,C.E. BUILDING,768737,67566800
CHEN GUAN BUILDERS PTE LTD,201111624W,General Builder Class 2,GB2,na,16/6/18,405,SEMBAWANG ROAD,na,na,758385,67536254
CHEN XUAN CONSTRUCTION PTE LTD,200823075R,General Builder Class 2,GB2,na,9/3/18,81,UBI AVENUE 4,#11-16,UB.ONE,408830,65389719
CHENG CHEONG CONSTRUCTION PTE. LTD.,198202491C,General Builder Class 2,GB2,na,30/6/18,3018,BEDOK NORTH STREET 5,#02-32,EASTLINK,486132,62422443
CHENG GONG ENGINEERING & TRADING PTE. LTD.,198802082D,General Builder Class 2,GB2,na,13/5/18,35,KALLANG PUDDING ROAD,#08-04,TONG LEE BUILDING BLOCK A,349314,97619136
CHENG JI BUILDER PTE. LTD.,201117783R,General Builder Class 2,GB2,na,23/11/18,240,MACPHERSON ROAD,#06-06,PINES INDUSTRIAL BUILDING,348574,67450987
CHENG MENG FURNITURE GROUP (PTE.) LTD.,199308505M,General Builder Class 2,GB2,na,30/10/18,3,KALLANG PUDDING ROAD,na,na,349308,67459900
CHENG YAP CONSTRUCTION PTE LTD,199305976C,General Builder Class 2,GB2,na,16/6/18,37,DEFU LANE 10,#04-53,na,539214,62861180
CHENG YI PTE. LTD.,199407917M,General Builder Class 1,GB1,na,28/10/16,20,SIN MING LANE,#07-66,MIDVIEW CITY,573968,64516119
CHENGDA ENGINEERING & CONSTRUCTION PTE. LTD.,200203641D,General Builder Class 2,GB2,na,10/10/18,21,BUKIT BATOK CRESCENT,#23-80/81,WCEGA TOWER,658065,91830421
CHEUN GUAN CONSTRUCTION AND ENGINEERING WORKS PTE LTD,200821420D,General Builder Class 2,GB2,na,16/6/18,2022,BUKIT BATOK STREET 23,#04-122,na,659527,68991878
CHEW HOCK SENG CONSTRUCTION PTE LTD,200712948D,General Builder Class 2,GB2,na,16/6/18,55,SERANGOON NORTH AVENUE 4,#08-08,S9,555859,63923788
CHEW'S ENGINEERING SERVICES PTE. LTD.,199604060G,General Builder Class 2,GB2,na,26/8/19,20,MURAI FARMWAY,na,na,709153,67937678
CHH CONSTRUCTION SYSTEM PTE LTD,199600684W,General Builder Class 1,GB1,na,16/6/18,28,MAXWELL ROAD,#03-15/16,REDDOT TRAFFIC,69120,62236768
CHIA HIN BUILDING & PLUMBING CONSTRUCTION PTE LTD,200304253Z,General Builder Class 1,GB1,na,27/7/18,163,STILL ROAD,na,BOON COURT,423996,63466113
CHIA WILLY CONTRACTOR,199707040N,General Builder Class 2,GB2,na,21/1/19,42B,LORONG H TELOK KURAU,na,na,426037,62865064
CHIAN JIN BUILDING CONTRACTOR PTE LTD,200203453H,General Builder Class 2,GB2,na,25/8/18,18,MANDAI ESTATE,#06-03,MULTI-WIDE INDUSTRIAL BUILDING,729910,63675988
CHIAN TECK REALTY PTE. LTD.,200909220M,General Builder Class 2,GB2,na,29/12/17,21,WOODLANDS CLOSE,#08-11,PRIMZ BIZHUB,737854,63686026
CHIN EE ENGINEERING WORKS,200603349C,General Builder Class 2,GB2,na,16/6/18,3013,BEDOK NORTH AVENUE 4,#01-2138,BEDOK INDUSTRIAL PARK E,489979,64413331
CHIN HOONG CONSTRUCTION & ENGINEERING PTE LTD,198301801M,General Builder Class 2,GB2,na,29/5/18,21,WOODLANDS CLOSE,#08-44,PRIMZ BIZHUB,737854,62718115
CHIN KIONG CONSTRUCTION & ENGINEERING PTE LTD,T16FC0035F,General Builder Class 1,GB1,na,16/6/18,180,PAYA LEBAR ROAD,#03-06,YI GUANG FACTORY BUILDING,409032,67441322
CHIN KUAN ENGINEERING AND CONTRACTORS PTE LTD,201401759W,General Builder Class 1,GB1,na,2/7/18,3,SUNGEI KADUT DRIVE,na,KRANJI INDUSTRIAL ESTATE,729556,67570900
CHINA CIVIL ENGINEERING CONSTRUCTION CORPORATION BRANCH OFFICE SINGAPORE,199301674K,General Builder Class 1,GB1,na,19/1/18,1,YISHUN INDUSTRIAL STREET 1,#06-33,A'POSH BIZHUB,768160,66840819
CHINA CONSTRUCTION (SOUTH PACIFIC) DEVELOPMENT CO. PTE. LTD.,198404316Z,General Builder Class 1,GB1,na,16/6/18,10,HOE CHIANG ROAD,#27-02,KEPPEL TOWERS,89315,62274537
CHINA CONSTRUCTION REALTY CO. PTE. LTD.,198800808K,General Builder Class 1,GB1,na,15/5/17,10,HOE CHIANG ROAD,#27-02,KEPPEL TOWERS,89315,62385660
CHINA HEPING CONSTRUCTION GROUP (FAR EAST) PTE LTD,198301505M,General Builder Class 1,GB1,na,20/8/16,32,TAMARIND ROAD,na,SERENE PARK,806041,62253181
CHINA INTERNATIONAL WATER & ELECTRIC CORPORATION (S) PTE LTD,199404880C,General Builder Class 1,GB1,na,27/7/18,80,MARINE PARADE ROAD,#09-09,PARKWAY PARADE,449269,64405186
CHINA INTERNATIONAL WATER & ELECTRIC CORPORATION (S) PTE LTD,200105489C,Specialist Builder (Structural Steelwork),SB(SS),na,27/7/18,80,MARINE PARADE ROAD,#09-09,PARKWAY PARADE,449269,64405186
CHINA JIANGSU CONSTRUCTION GROUP CORPORATION,198905353M,General Builder Class 1,GB1,na,2/2/19,300,JALAN BUKIT HO SWEE,#03-01,BUKIT HO SWEE COMMUNITY CENTRE,169566,63236648
CHINA JINGYE CONSTRUCTION ENGINEERING (SINGAPORE) PTE LTD,200507010D,General Builder Class 1,GB1,na,26/6/18,21,BUKIT BATOK CRESCENT,#19-73,WCEGA TOWER,658065,67666883
CHINA JINGYE ENGINEERING CORPORATION LIMITED (SINGAPORE BRANCH),200917984Z,General Builder Class 1,GB1,na,16/6/18,21,BUKIT BATOK CRESCENT,#19-73,WCEGA TOWER,658065,67666883
CHINA JINGYE ENGINEERING CORPORATION LIMITED (SINGAPORE BRANCH),200301629R,Specialist Builder (Structural Steelwork),SB(SS),na,16/6/18,21,BUKIT BATOK CRESCENT,#19-73,WCEGA TOWER,658065,67666883
CHINA NUCLEAR INDUSTRY HUAXING CONSTRUCTION COMPANY LIMITED,199406222M,General Builder Class 1,GB1,na,26/6/18,6,UBI ROAD 1,#02-11/12,WINTECH CENTRE,408726,67412708
CHINA RAILWAY (ASIA PACIFIC) PTE.LTD.,199905722G,General Builder Class 1,GB1,na,16/5/19,316,TANGLIN ROAD,#01-01,na,247978,66940900
CHINA RAILWAY 11 BUREAU GROUP CORPORATION (SINGAPORE BRANCH),200405275G,General Builder Class 1,GB1,na,19/9/17,16A,TUAS LINK 4,na,na,637322,69339150
"CHINA RAILWAY FIRST GROUP CO., LTD. SINGAPORE BRANCH",199903947D,General Builder Class 1,GB1,na,10/9/18,138,CECIL STREET,#12-01A,CECIL COURT,69538,90547348
"CHINA RAILWAY NO.5 ENGINEERING GROUP CO., LTD SINGAPORE BRANCH",199707909M,General Builder Class 1,GB1,na,15/11/18,19A,LENTOR LOOP,#01-02,na,789105,63357450
"CHINA RAILWAY TUNNEL GROUP CO., LTD. (SINGAPORE BRANCH)",200206669E,General Builder Class 1,GB1,na,2/12/16,5,UPPER ALJUNIED LINK,#03-05,QUARTZ INDUSTRIAL BUILDING,367903,86499781
CHINA STATE CONSTRUCTION ENGINEERING CORPORATION LIMITED SINGAPORE BRANCH,200907630K,General Builder Class 1,GB1,na,30/6/18,10,HOE CHIANG ROAD,#27-02,KEPPEL TOWERS,89315,62274537
CHINA SU YANG CONSTRUCTION & ENGINEERING PTE LTD,200812316Z,General Builder Class 2,GB2,na,8/11/18,10,UBI CRESCENT,#02-03,UBI TECHPARK LOBBY A,408564,62983776
CHING HENG CHOY BUILDING CONSTRUCTION COMPANY,201021011Z,General Builder Class 2,GB2,na,8/7/18,5061,ANG MO KIO INDUSTRIAL PARK 2,#01-1321,na,569564,62579802
CHIONG CONSTRUCTION PTE. LTD.,201525174G,General Builder Class 1,GB1,na,31/8/17,20,SIN MING LANE,#07-62/63,MIDVIEW CITY,573968,66592939
CHIP ENG SENG CONTRACTORS (1988) PTE LTD,200416739G,General Builder Class 1,GB1,na,16/6/18,171,CHIN SWEE ROAD,#12-01,CES CENTRE,169877,68010088
CHIP ENG SENG CONTRACTORS (1988) PTE LTD,200511461R,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,16/6/18,171,CHIN SWEE ROAD,#12-01,CES CENTRE,169877,68010088
CHIP YEW CONSTRUCTION PTE LTD,52978585D,General Builder Class 1,GB1,na,14/9/18,66,CHENG SOON GARDEN,na,na,599842,64669547
CHIU TENG CONSTRUCTION CO. PTE. LTD.,201300639W,General Builder Class 1,GB1,na,16/6/18,114,LAVENDER STREET,#10-50,CT HUB 2,338729,62509000
CHIU TENG CONSTRUCTION CO. PTE. LTD.,52802272E,Specialist Builder (Piling Works),SB(PW),na,16/6/18,114,LAVENDER STREET,#10-50,CT HUB 2,338729,62509000
CHIU TENG CONSTRUCTION CO. PTE. LTD.,200101555H,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,3/9/16,114,LAVENDER STREET,#10-50,CT HUB 2,338729,62509000
CHIU TENG ENTERPRISES PTE LTD,201408471G,General Builder Class 1,GB1,na,16/6/18,114,LAVENDER STREET,#18-01,CT HUB 2,338729,62780002
CHIYODA SINGAPORE (PTE.) LIMITED,201022198H,General Builder Class 1,GB1,na,16/6/18,14,INTERNATIONAL BUSINESS PARK,na,CHIYODA SINGAPORE,609922,65633488
CHL CONSTRUCTION PTE LTD,201015547D,General Builder Class 1,GB1,na,30/6/18,41,SAM LEONG ROAD,na,na,207931,62934878
CHOICE BUILDER PTE. LTD.,198202013D,General Builder Class 2,GB2,na,30/6/18,6D,MANDAI ESTATE,#03-08,M-SPACE,729938,67841101
CHONG BROTHERS GENERAL CONTRACTOR PTE LTD,200610252M,General Builder Class 1,GB1,na,24/6/18,25,MANDAI ESTATE,#04-06,INNOVATION PLACE,729930,64632268
CHONG CHEN BUILDING MATERIALS AND CONSTRUCTION PTE. LTD.,T09FC0013E,General Builder Class 1,GB1,na,19/9/16,15,KIM CHUAN TERRACE,na,na,537037,68443990
CHONG LEE HENG BUILDER PTE. LTD.,200917807R,General Builder Class 1,GB1,na,18/4/18,47,KALLANG PUDDING ROAD,#12-01,THE CRESCENT @ KALLANG,349318,64221727
CHONG SEN BUILDERS PTE. LTD.,201201552E,General Builder Class 2,GB2,na,6/9/18,11,Woodlands Close,#03-05,Woodlands 11,737853,65701912
CHONG SEN CONSTRUCTION PTE. LTD.,198203816H,General Builder Class 1,GB1,na,19/6/18,11,WOODLANDS CLOSE,#03-05,WOODLANDS 11,737853,65701912
CHONG TONG CONSTRUCTION PTE. LTD.,199307424R,General Builder Class 1,GB1,na,3/7/18,45,GENTING LANE,#02-01,na,349557,68442122
CHONG YEW BOON CONTRACTOR PTE. LTD.,199500604M,General Builder Class 2,GB2,na,16/6/18,27,JALAN CHEMPAKA PUTEH,na,na,489023,64411530
CHONGWU CONCEPT PTE. LTD.,197500009H,General Builder Class 2,GB2,na,12/10/17,63,JALAN PEMIMPIN,#03-11,PEMIMPIN INDUSTRIAL BUILDING,577219,63823828
CHOON CONSTRUCTION PTE LTD,200301659N,General Builder Class 2,GB2,na,6/2/17,38,WOODLANDS INDUSTRIAL PARK E1,#03-02,ADMIRALTY INDUSTRIAL PARK,757700,67583991
CHOON CONSTRUCTION PTE LTD,197802032N,Specialist Builder (Structural Steelwork),SB(SS),na,6/2/17,38,WOODLANDS INDUSTRIAL PARK E1,#03-02,ADMIRALTY INDUSTRIAL PARK,757700,67583991
CHOON HIN STAINLESS STEEL PTE LTD,199507243H,General Builder Class 1,GB1,na,13/5/19,3,JOO KOON CRESCENT,na,na,629008,64428080
CHOON HOE CONSTRUCTION PTE LTD,200003006M,General Builder Class 2,GB2,na,16/6/18,203,HOUGANG STREET 21,#03-75,na,530203,63823781
CHOP T & P GENERAL CONTRACTOR PTE. LTD.,198301227R,General Builder Class 2,GB2,na,26/6/18,149,GEYLANG ROAD,#03-03,na,389233,68416233
CHOSUK CONSTRUCTION & DEVELOPMENT PTE. LTD.,200804728G,General Builder Class 2,GB2,na,23/6/18,3791,JALAN BUKIT MERAH,#10-19,E-CENTRE @ REDHILL,159471,68440259
CHOSUK CONSTRUCTION & DEVELOPMENT PTE. LTD.,197600841M,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,20/7/18,3791,JALAN BUKIT MERAH,#10-19,E-CENTRE @ REDHILL,159471,68440259
CHOSUK CONSTRUCTION & DEVELOPMENT PTE. LTD.,199904001M,Specialist Builder (Piling Works),SB(PW),na,20/7/18,3791,JALAN BUKIT MERAH,#10-19,E-CENTRE @ REDHILL,159471,68440259
CHRYSALIS PROJECTS PTE. LTD.,199404220W,General Builder Class 2,GB2,na,17/6/18,22,WOODLANDS LINK,#02-06,na,738734,63462000
CHUA YEW SENG CONSTRUCTION & ELECTRICAL ENGRG PTE LTD,199500935E,General Builder Class 2,GB2,na,16/6/18,567,HOUGANG STREET 51,#13-69,na,530567,62852216
CHUAN LIM CONSTRUCTION PTE LTD,200610043C,General Builder Class 1,GB1,na,16/6/18,20,SENOKO DRIVE,na,na,758207,63834925
CHUAN LIM ENGINEERING PTE. LTD.,201003149R,General Builder Class 2,GB2,na,16/7/18,20,SENOKO DRIVE,na,na,758207,63834925
CHUAN OH CONSTRUCTION PTE LTD,198802055W,General Builder Class 2,GB2,na,23/6/18,31,MANDAI ESTATE,#07-12,INNOVATION PLACE,729933,63626678
CHUAN SENG ENGINEERING & CONSTRUCTION PRIVATE LIMITED,201500772N,General Builder Class 2,GB2,na,16/6/18,37,KALLANG PUDDING ROAD,#07-09,TONG LEE BUILDING BLOCK B,349315,67424885
CHUANG LONG ENGINEERING PTE. LTD.,200512556H,General Builder Class 1,GB1,na,9/11/18,1,Yishun Industrial Street 1,#05-05,A'Posh Bizhub,768160,68420778
CHUANG WEI CONSTRUCTION PTE. LTD.,201535081K,General Builder Class 1,GB1,na,10/10/18,114,LAVENDER STREET,#08-87,CT HUB 2,338729,66569631
CHUMMY CONSTRUCTION PTE LTD,201103561R,General Builder Class 2,GB2,na,27/6/18,1,SOON LEE STREET,#05-26,PIONEER CENTRE,627605,65662788
CHUN WO CONSTRUCTION AND ENGINEERING COMPANY LIMITED,198004227N,General Builder Class 1,GB1,na,26/5/19,60,PAYA LEBAR ROAD,#08-43,PAYA LEBAR SQUARE,409051,63377887
CHUNG SHING ENGINEERING PTE.LTD.,199101516N,General Builder Class 2,GB2,na,28/10/18,71,UBI ROAD 1,#05-47,OXLEY BIZHUB,408732,67026181
CHYE HENG HUAT ENGINEERING PTE LTD,200710676D,Specialist Builder (Structural Steelwork),SB(SS),na,7/10/16,49,KAKI BUKIT ROAD 2,na,KAKI BUKIT WAREHOUSE COMPLEX,417862,62420010
CHYE HENG HUAT ENGINEERING PTE LTD,199505465M,General Builder Class 2,GB2,na,31/7/18,49,KAKI BUKIT ROAD 2,na,KAKI BUKIT WAREHOUSE COMPLEX,417862,62420010
CHYE HIAP SENG CONSTRUCTION PTE LTD,201417546Z,General Builder Class 2,GB2,na,16/6/18,48,TOH GUAN ROAD EAST,#05-118,ENTERPRISE HUB,608586,64689239
CHYE JOO CONSTRUCTION PTE LTD,200716717K,General Builder Class 1,GB1,na,16/6/18,19,KIAN TECK ROAD,na,na,628772,65607788
CHYE JOO CONSTRUCTION PTE LTD,199806367G,Specialist Builder (Piling Works),SB(PW),na,16/6/18,19,KIAN TECK ROAD,na,na,628772,65607788
CHYN TA BUILDING & CIVIL CONSTRUCTION PTE. LTD.,201420748N,General Builder Class 2,GB2,na,23/6/18,921B,UPPER BUKIT TIMAH ROAD,#03-02,na,678202,67600685
CIMMERIAN CRANE SERVICES PTE LTD,T11LL0196E,General Builder Class 2,GB2,na,18/4/18,76,JOO KOON CIRCLE,na,na,629096,62663378
CIPGI PTE. LTD.,200408907K,Specialist Builder (Site Investigation Work),SB(SI),na,18/6/18,17,TUAS AVENUE 8,na,na,639232,68016000
CIRCULAR BUILDER AND TRADING PTE LTD,199606611N,General Builder Class 2,GB2,na,16/6/18,65,UBI CRESCENT,#07-04,HOLA CENTRE,408559,67480667
CITI CONSTRUCTION & ENGINEERING PTE. LTD.,200805817N,General Builder Class 2,GB2,na,27/7/18,21,BUKIT BATOK CRESCENT,#07-81,WCEGA TOWER,658065,65708754
CITI DESIGN & BUILD PTE LTD,198700841C,General Builder Class 2,GB2,na,18/3/17,21,BUKIT BATOK CRESCENT,#07-81,WCEGA TOWER,658065,65708754
CITICON CONSTRUCTION PTE. LTD.,198400946Z,General Builder Class 1,GB1,na,16/6/18,50,SERANGOON NORTH AVENUE 4,#05-04,FIRST CENTRE,555856,64515040
CITIMAC RENOVATION PTE LTD,200714458R,General Builder Class 2,GB2,na,16/6/18,865,MOUNTBATTEN ROAD,#01-20,KATONG SHOPPING CENTRE,437844,63458904
CITIWALL PTE. LTD.,199706743M,General Builder Class 1,GB1,na,26/6/18,34,KAKI BUKIT CRESCENT,na,KAKI BUKIT TECHPARK I,416263,67483133
CITY HOME DESIGN AND BUILD PTE. LTD.,200718484R,General Builder Class 2,GB2,na,2/7/18,164,BUKIT MERAH CENTRAL,#01-3625,na,150164,62753341
CITYNEON CREATIONS PTE LTD,199600062D,General Builder Class 1,GB1,na,8/4/18,84,GENTING LANE,#06-01,CITYNEON DESIGN CENTRE,349584,65716265
CIVIL STRUCTURE CONSTRUCTION PTE LTD,198105338M,General Builder Class 2,GB2,na,24/9/18,510,GEYLANG ROAD,#02-04,THE SUNFLOWER,389466,67414351
CIVIL TECH PTE. LTD.,198900077R,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,8/7/18,4,KIAN TECK DRIVE,na,na,628821,68916119
CIVIL TECH PTE. LTD.,198703851D,Specialist Builder (Piling Works),SB(PW),na,8/7/18,4,KIAN TECK DRIVE,na,na,628821,68916119
CIVIL TECH PTE. LTD.,200814107C,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,31/3/17,4,KIAN TECK DRIVE,na,na,628821,68916119
CIVIL TECH PTE. LTD.,200505459W,Specialist Builder (Structural Steelwork),SB(SS),na,31/3/17,4,KIAN TECK DRIVE,na,na,628821,68916119
CIVIL TECH PTE. LTD.,200816803M,General Builder Class 1,GB1,na,16/6/18,4,KIAN TECK DRIVE,na,na,628821,68916119
CIVIL TECH STRUCTURE PTE LTD,200907875E,General Builder Class 1,GB1,na,4/7/16,4,KIAN TECK DRIVE,na,na,628821,68916119
CIVIL TECH STRUCTURE PTE LTD,200913971H,Specialist Builder (Structural Steelwork),SB(SS),na,4/7/16,4,KIAN TECK DRIVE,na,na,628821,68916119
CIVILTRUST CONSTRUCTION PTE. LTD.,200503189Z,General Builder Class 2,GB2,na,30/6/18,1,SOON LEE STREET,#04-25,PIONEER CENTRE,627605,65701715
CJE BUILDING ENGINEERING PTE LTD,201602418R,General Builder Class 2,GB2,na,28/8/18,60,PAYA LEBAR ROAD,#10-35,PAYA LEBAR SQUARE,409051,87107309
CK BUILDER & CONSULTANCY PTE. LTD.,199805375C,General Builder Class 2,GB2,na,21/8/18,19,KIM KEAT ROAD,#02-07,FU TSU BUILDING,328804,91459094
CKR CONTRACT SERVICES PTE. LTD.,198903689G,General Builder Class 1,GB1,na,16/6/18,56,SUNGEI KADUT DRIVE,na,CKR BUILDING,729573,63089300
CKR CONTRACT SERVICES PTE. LTD.,201203708H,Specialist Builder (Structural Steelwork),SB(SS),na,6/11/17,56,SUNGEI KADUT DRIVE,na,CKR BUILDING,729573,63089300
CKR CONTRACT SERVICES PTE. LTD.,201102460N,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,16/5/19,56,SUNGEI KADUT DRIVE,na,CKR BUILDING,729573,63089300
CKR ENGINEERING PTE LTD,200006074H,General Builder Class 2,GB2,na,30/7/17,56,SUNGEI KADUT DRIVE,na,FUYUAN BUILDING,729573,63089300
CLASSIC IDEAS CONSTRUCTION,197302305N,General Builder Class 2,GB2,na,16/6/18,178,PAYA LEBAR ROAD,#02-05,na,409030,64410111
CLD CONSTRUCTION PTE. LTD.,201025613N,General Builder Class 2,GB2,na,18/4/19,31,WOODLANDS CLOSE,#05-12,WOODLANDS HORIZON,737855,62873251
CLEAN CITY CONSTRUCTION & CIVIL ENGINEERING 1995,201000564R,General Builder Class 2,GB2,na,4/1/19,1093,LOWER DELTA ROAD,#04-09,na,169204,62780053
CLEAR CHANNEL SINGAPORE PTE LTD,200718926N,General Builder Class 2,GB2,na,3/7/18,8,TEMASEK BOULEVARD,#20-02,SUNTEC TOWER 3,38988,64154800
CLIFFORD CONSTRUCTION & SERVICES PTE LTD,200911921M,General Builder Class 2,GB2,na,17/11/17,3,OLD TOH TUCK ROAD,na,na,597646,62199773
CLS ENGINEERING PTE LTD,199501483K,General Builder Class 2,GB2,na,30/9/18,11,TECH PARK CRESCENT,#01-01,na,638121,97574908
CM METAL PTE. LTD.,200920148Z,General Builder Class 1,GB1,na,11/5/18,22,WOODLANDS LINK,#04-45/46,WOODLANDS EAST INDUSTRIAL ESTATE,738734,62646889
CMC CONSTRUCTION PTE LTD,200716615N,General Builder Class 1,GB1,na,16/6/18,82,UBI AVENUE 4,#05-04,EDWARD BOUSTEAD CENTRE,408832,67424268
CMC CONTRACT MANUFACTURING PTE. LTD.,198401992R,General Builder Class 1,GB1,na,14/12/18,3018,BEDOK NORTH STREET 5,#03-49,EASTLINK,486132,62422242
CMC RAVENNA - SINGAPORE BRANCH,201019146Z,General Builder Class 1,GB1,na,9/6/17,50,RAFFLES PLACE,#32-01,SINGAPORE LAND TOWER,48623,67845101
CNC GENERAL CONTRACTORS (PTE.) LTD.,201425160G,General Builder Class 1,GB1,na,12/5/19,18,BOON LAY WAY,#02-130,TRADEHUB 21,609966,67957378
COLEMAN UPSTREAM PTE. LTD.,201308874N,General Builder Class 1,GB1,na,17/12/17,49,JALAN PEMIMPIN,#04-07,APS INDUSTRIAL BUILDING,577203,96982302
COLEN CONTRACTORS PTE LTD,201117013E,General Builder Class 2,GB2,na,3/7/18,913,BUKIT TIMAH ROAD,#02-02,TAN CHONG MOTOR CENTRE,589623,64653250
COLLECTIVE DESIGNS PTE LTD,46261300C,General Builder Class 2,GB2,na,24/6/18,33,UBI AVE 3,#01-21,VERTEX,408868,62806161
COMM INTERIOR PTE LTD,201107984W,General Builder Class 2,GB2,na,28/7/18,53,UBI AVENUE 1,#05-16,PAYA UBI INDUSTRIAL PARK,408934,62420090
COMPACT METAL INDUSTRIES LTD,201305730R,General Builder Class 1,GB1,na,10/9/18,120,PIONEER ROAD,#01-03,na,639597,68633268
COMPASS BUILDERS PTE. LTD.,200309208M,General Builder Class 1,GB1,na,30/6/18,1,THOMSON ROAD,#03-350E,BALESTIER HILL SHOPPING CENTRE,300001,62517083
CON-BILT PTE LTD,200009850E,General Builder Class 2,GB2,na,3/10/17,24,BAH SOON PAH ROAD,na,na,769968,68444438
CONCEPCION INTERIORS PTE LTD,197600060K,General Builder Class 2,GB2,na,27/8/18,38,WOODLANDS INDUSTRIAL PARK E1,#07-07/08,na,757700,63650192
CONCEPT PHASE PTE LTD,S72FC2229J,General Builder Class 2,GB2,na,2/7/18,555A,BALESTIER ROAD,na,na,329871,62599350
CONCEPTWERKE+DESIGN PTE LTD,T01FC6015B,General Builder Class 2,GB2,na,24/5/19,7030,ANG MO KIO AVENUE 5,#09-55,NORTHSTAR @ AMK,569880,67431962
CONCORD CORPORATION PTE. LTD.,S78FC2691D,General Builder Class 1,GB1,na,17/4/18,37,KAKI BUKIT VIEW,na,na,415967,65072111
CONCRETE INNOVATORS CO. PTE. LTD.,198700687H,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,16/6/18,42,PIONEER SECTOR 2,na,na,628393,68616262
CONINT PTE. LTD.,201101102Z,General Builder Class 1,GB1,na,16/6/18,57,UBI CRESCENT,na,na,408596,68442868
CONPLUS RESOURCES PTE LTD,200105814R,General Builder Class 2,GB2,na,16/6/18,10,ADMIRALTY STREET,#02-26,NORTH LINK BUILDING,757695,67539939
CONROY PTE. LTD.,201332848R,General Builder Class 2,GB2,na,28/4/19,22,WOODLANDS LINK,#03-16,na,738734,67595335
CONSIS ENGINEERING PTE. LTD.,200416526M,General Builder Class 2,GB2,na,16/6/18,72,EUNOS AVENUE 7,#05-02,SINGAPORE HANDICRAFTS BUILDING,409570,62412486
CONSORT PTE. LTD.,200004064D,General Builder Class 1,GB1,na,28/8/18,54,MAUDE ROAD,#02-04,TOWNSHEND BUILDING,208346,66369519
CONSTANN DESIGN PTE LTD,199608199D,General Builder Class 2,GB2,na,17/6/18,317,OUTRAM ROAD,#02-56,CONCORDE SHOPPING CENTRE,169075,67329595
CONSTRUCTECH PTE. LTD.,200802893D,General Builder Class 1,GB1,na,25/2/18,13,KAKI BUKIT ROAD 1,#02-03,na,415928,94515550
CONSTRUCTION JUNCTION PTE. LTD.,201434024G,General Builder Class 1,GB1,na,27/6/18,3791,JALAN BUKIT MERAH,#08-12,E-CENTRE @ REDHILL,159471,81006388
CONSTRUCTION RESOURSES (S) PTE. LTD.,201214954M,General Builder Class 2,GB2,na,19/4/19,756,UPPER SERANGOON ROAD,#03-40,UPPER SERANGOON SHOPPING CENTRE,534626,68580502
CONSTRUKT PTE. LTD.,199508284G,General Builder Class 1,GB1,na,10/7/17,11,WOODLANDS CLOSE,#04-02,WOODLANDS 11,737853,62975646
CONTECH PRECAST PTE. LTD.,T05LL0598L,General Builder Class 2,GB2,na,16/6/18,11,SIXTH LOK YANG ROAD,na,na,628109,62615788
CONTECH PRECAST PTE. LTD.,199508983W,Specialist Builder (Pre-cast Concrete Work),SB(PC),na,16/6/18,11,SIXTH LOK YANG ROAD,na,na,628109,62615788
CONTENT CONSTRUCTION & DEVELOPMENT PTE LTD,199301291E,General Builder Class 2,GB2,na,16/6/18,1,UBI VIEW,#03-09,FOCUS ONE,408555,67453425
COOAAN PTE. LTD.,198905333G,General Builder Class 1,GB1,na,9/5/19,20,ANG MO KIO INDUSTRIAL PARK 2A,#06-14,AMK TECHLINK,567761,67526307
COOAAN PTE. LTD.,197500987Z,Specialist Builder (Structural Steelwork),SB(SS),na,9/5/19,20,ANG MO KIO INDUSTRIAL PARK 2A,#06-14,AMK TECHLINK,567761,67526307
CORE BUILDING SPECIALISTS PTE LTD,201001425W,General Builder Class 1,GB1,na,16/6/18,3012,BEDOK INDUSTRIAL PARK E,#02-2074,na,489978,62433128
COSBY PTE LTD,199000538C,General Builder Class 1,GB1,na,27/11/18,21,WOODLANDS CLOSE,#03-01,PRIMZ BIZHUB,737854,64659906
CPC CONSTRUCTION PTE. LTD.,198900875K,Specialist Builder (Structural Steelwork),SB(SS),na,18/1/19,280,WOODLANDS INDUSTRIAL PARK E5,#09-20,HARVEST @ WOODLANDS,757322,63632071
CPC CONSTRUCTION PTE. LTD.,52946204D,General Builder Class 1,GB1,na,16/6/18,280,WOODLANDS INDUSTRIAL PARK E5,#09-20,HARVEST @ WOODLANDS,757322,63632071
CPG FACILITIES MANAGEMENT PTE LTD,201112568N,General Builder Class 1,GB1,na,16/6/18,125A,TOA PAYOH LORONG 2,#02-136,na,311125,63258880
CPM ENGINEERING PTE. LTD.,199003082R,General Builder Class 2,GB2,na,1/8/17,16,ARUMUGAM ROAD,#02-04B,LION BUILDING D,409961,85902348
