company_name,uen_no,class,class_code,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
1 BUILDER & RECYCLE PTE. LTD.,201401100H,General Builder Class 2,GB2,na,24/3/17,192,WATERLOO STREET,#06-03,SKYLINE BUILDING,187966,64089743
1 CHUAN PTE. LTD.,200610983D,General Builder Class 2,GB2,na,27/6/16,1,YISHUN STREET 23,#06-06,YS-ONE,768441,67586512
1-EIGHT-9 HOMEMAKER PTE. LTD.,200817377H,General Builder Class 2,GB2,na,31/7/18,293,RIVER VALLEY ROAD,na,na,238334,67351189
189 BUILDER PTE LTD,200404882W,General Builder Class 2,GB2,na,4/1/19,293,RIVER VALLEY ROAD,na,na,238334,67351189
19-ANC ENTERPRISE PTE. LTD.,200700111C,General Builder Class 1,GB1,na,17/6/18,4002,DEPOT LANE,#01-43,na,109756,62688834
19-NS2 ENTERPRISE PTE LTD,201318102Z,General Builder Class 2,GB2,na,9/4/18,7030,ANG MO KIO AVENUE 5,#02-12,NORTHSTAR @ AMK,569880,62730745
2 HW PTE. LTD.,201316359R,General Builder Class 2,GB2,na,26/8/16,76,GEYLANG BAHRU,#01-2844,GEYLANG BAHRU INDUSTRIAL ESTATE,339684,62920874
21ST DECOR ENGINEERING PTE LTD,199905163C,General Builder Class 1,GB1,na,31/12/18,1,SOON LEE STREET,#06-31,PIONEER CENTRE BUILDING,627605,67342322
265 HENG HUAT CONSTRUCTION PTE LTD,200816107N,General Builder Class 2,GB2,na,18/6/18,20,WOODLANDS WALK,na,na,738391,68520265
2K BUILDER PTE LTD,198400907Z,General Builder Class 1,GB1,na,26/6/18,50,BUKIT BATOK STREET 23,#05-26/27,MIDVIEW BUILDING,659578,63584333
2K INTERNATIONAL PTE. LTD.,200415190C,General Builder Class 2,GB2,na,3/7/18,50,BUKIT BATOK STREET 23,#05-26/27,MIDVIEW BUILDING,659578,63584333
2L INTERIOR DESIGN & CONSTRUCTION PTE. LTD.,201115201G,General Builder Class 2,GB2,na,16/10/18,25,KAKI BUKIT ROAD 4,#05-31,SYNERGY@ KB,417800,64497492
2PD CONSTRUCTION PTE LTD,201021847Z,General Builder Class 2,GB2,na,23/5/18,21,WOODLANDS CLOSE,#04-05,PRIMZ BIZHUB,737854,63142181
3 IN ONE BUILDERS CIVIL ENGINEERING PTE. LTD.,201200774E,General Builder Class 2,GB2,na,2/2/18,14D,JALAN MASJID,#03-02,KINGSTON TERRACE,418935,62460432
3-LINK ENGINEERING PTE. LTD.,200415109E,General Builder Class 2,GB2,na,31/7/18,12,TANNERY ROAD,#08-05,HB CENTRE 1,347722,63565477
388 PTE. LTD.,201328419K,General Builder Class 1,GB1,na,7/2/17,40,TOH GUAN ROAD EAST,#01-60,ENTERPRISE HUB,608582,63169891
3G CONSTRUCTION PTE. LTD.,201315660W,General Builder Class 2,GB2,na,27/6/19,167,BUKIT BATOK WEST AVENUE 8,#06-236,na,650167,68489200
3H AIRCONDITIONING & ENGINEERING PTE LTD,200201489Z,General Builder Class 2,GB2,na,30/5/17,10,ADMIRALTY STREET,#04-78,NORTH LINK BUILDING,757695,64835702
3H DECOR PTE. LTD.,199801628H,General Builder Class 2,GB2,na,1/8/16,17,MARSILING INDUSTRIAL ESTATE ROAD 1,#01-03,na,739279,68948944
3R SYSTEMS PRIVATE LIMITED,201230172K,General Builder Class 2,GB2,na,3/7/19,43,TECH PARK CRESCENT,na,na,637811,68634701
3U CONSTRUCTION PTE. LTD.,200202406C,General Builder Class 2,GB2,na,15/4/18,1,SUNVIEW ROAD,#07-48,ECO-TECH@SUNVIEW,627615,62002728
5 LANDMARK CONSTRUCTION PTE. LTD.,201119352C,General Builder Class 2,GB2,na,11/4/19,10,ANSON ROAD,#10-20,INTERNATIONAL PLAZA,79903,96779285
619 PTE LTD,201302517H,General Builder Class 2,GB2,na,16/2/18,10,ADMIRALTY STREET,#02-33,NORTHLINK BUILDING,757695,68536223
68 SYSTEMS & PROJECT ENGINEERING PTE LTD,199301790G,General Builder Class 1,GB1,na,25/7/18,4010,ANG MO KIO AVENUE 10,#05-10,TECHPLACE 1,569626,64523433
6E BUILDERS PTE. LTD.,201307594Z,General Builder Class 2,GB2,na,17/4/19,20,ANG MO KIO INDUSTRIAL PARK 2A,#04-19,AMK TECHLINK,567761,92729278
72 PTE LTD,201328729G,General Builder Class 2,GB2,na,15/6/19,9008,TAMPINES STREET 93,#02-07,na,528843,96676667
800 SUPER WASTE MANAGEMENT PTE LTD,198601155H,General Builder Class 2,GB2,na,15/7/18,17A,Senoko Way,na,na,758056,63663800
89 PRIVATE LIMITED,200922917Z,General Builder Class 2,GB2,na,1/7/19,60,PAYA LEBAR ROAD,#10-37,PAYA LEBAR SQUARE,409051,64445351
9PINE PRIVATE LIMITED,201307796K,General Builder Class 2,GB2,na,27/5/19,630,SENJA ROAD,#27-208,na,670630,66507241
A & A CONSTRUCTION & ENGINEERING PTE. LTD.,200713458Z,General Builder Class 2,GB2,na,31/8/18,2030,BUKIT BATOK STREET 23,#01-292,na,659535,62679768
A N R CONSTRUCTION & ENGINEERING PTE LTD,201420815W,General Builder Class 2,GB2,na,14/8/18,38,WOODLANDS INDUSTRIAL PARK E1,#02-07,na,757700,97660345
A N S PLUMBING & SANITARY PTE LTD,199506588C,General Builder Class 2,GB2,na,16/6/18,49,Ubi Crescent,na,Ubi Techpark,408592,67424826
A-BUILD CONSTRUCTION PTE LTD,201020550R,General Builder Class 1,GB1,na,8/12/16,73,UBI ROAD 1,#06-58,OXLEY BIZ HUB,408733,67026563
A-POWER ENGINEERING PTE LTD,199904271K,General Builder Class 1,GB1,na,26/5/19,51,BUKIT BATOK CRESCENT,#06-28,UNITY CENTRE,658077,67651378
A.MAX PTE. LTD.,200402187W,General Builder Class 1,GB1,na,7/1/17,16,KAKI BUKIT CRESCENT,na,KAKI BUKIT TECHPARK I,416247,64499972
A1 BUILDER & ENGINEERING PTE. LTD.,201108006D,General Builder Class 2,GB2,na,1/6/17,27,UBI ROAD 4,#01-01,na,408618,68419150
A1 STAINLESS STEEL INDUSTRIES PTE LTD,198200238Z,General Builder Class 2,GB2,na,13/7/18,41,Defu Lane 9,na,na,539281,62889920
AALLIANZ PTE. LTD.,200702271E,General Builder Class 1,GB1,na,10/2/18,29,MANDAI ESTATE,#07-09,INNOVATION PLACE,729932,63144031
ABLE CONSTRUCTION PTE. LTD.,200804413R,General Builder Class 1,GB1,na,16/6/18,25,MANDAI ESTATE,#04-01,INNOVATION PLACE TOWER 1,729930,67634996
ABM CONSTRUCTION PTE. LTD.,200720423R,General Builder Class 1,GB1,na,27/6/19,18,BOON LAY WAY,#04-93,TRADEHUB 21,609966,67629598
ABSK PTE. LTD.,201426230Z,Specialist Builder (Site Investigation Work),SB(SI),na,6/10/18,46,DESKER ROAD,na,na,209577,62979358
ABV SYSTEMS PTE LTD,199003336Z,General Builder Class 2,GB2,na,8/9/16,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABV SYSTEMS PTE LTD,198400046H,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,2/7/18,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABV SYSTEMS PTE LTD,199607863E,Specialist Builder (Piling Works),SB(PW),na,2/7/18,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABV TECHNOLOGY PTE LTD,199002694C,Specialist Builder (Site Investigation Work),SB(SI),na,16/6/18,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ACA ENGRG PTE. LTD.,200907954D,General Builder Class 1,GB1,na,16/6/18,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACACIA ENGINEERING PTE LTD,201434254N,General Builder Class 2,GB2,na,12/3/19,51,UBI AVENUE 1,#03-28,PAYA UBI INDUSTRIAL PARK,408933,64530500
ACCENT CONSTRUCTION PTE LTD,201416978C,General Builder Class 2,GB2,na,20/8/19,10,JALAN BESAR,#12-09,SIM LIM TOWER,208787,62911103
ACCESS BUILDERS PTE. LTD.,T16FC0009H,General Builder Class 2,GB2,na,27/1/18,463A,SEMBAWANG DRIVE,#09-361,na,751463,90412424
ACCIAIO PTE. LTD.,201228451K,General Builder Class 1,GB1,na,1/3/19,115,TUAS VIEW WALK 1,na,WESTLINK TECHPARK,637734,64255240
ACCIONA INFRAESTRUCTURAS S.A.,199802474R,General Builder Class 1,GB1,na,20/5/19,7,TEMASEK BOULEVARD,#43-2A,SUNTEC TOWER ONE,38987,65130321
ACE 2 DESIGN & CONSTRUCTION PTE. LTD.,200708332W,General Builder Class 2,GB2,na,23/1/19,44,KALLANG PLACE,#04-04,FOUR STAR BUILDING,339172,67484559
ACECON ENGINEERING PTE. LTD.,198903372N,General Builder Class 2,GB2,na,12/8/18,31,TOH GUAN ROAD EAST,#01-04,LW TECHNOCENTRE,608608,62610020
ACEPROJECT CONSTRUCTION PTE. LTD.,199801450K,General Builder Class 2,GB2,na,16/6/18,143,UBI AVENUE 4,na,HENSON WAREHOUSE,408775,62824161
ACES SYSTEM DEVELOPMENT PTE LTD,200105356R,General Builder Class 1,GB1,na,16/6/18,10,KAKI BUKIT ROAD 1,#03-35,KB INDUSTRIAL BUILDING,416175,67491733
ACESIAN STAR (S) PTE LTD,199100505N,General Builder Class 1,GB1,na,2/6/17,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67465188
ACL CONSTRUCTION (S) PTE LTD,200600441Z,General Builder Class 1,GB1,na,16/6/18,3,TUAS DRIVE 1,na,na,638670,68970322
ACL CONSTRUCTION (S) PTE LTD,198401013N,Specialist Builder (Structural Steelwork),SB(SS),na,30/6/18,3,TUAS DRIVE 1,na,na,638670,68970322
ACLM ENGINEERING & CONSTRUCTION PTE LTD,199507073W,General Builder Class 1,GB1,na,26/6/18,20,SENOKO CRESCENT,na,na,758274,67549489
ACME ASSOCIATES PTE. LTD.,199302505N,General Builder Class 1,GB1,na,16/3/18,2,KAKI BUKIT AVENUE 1,#06-02,na,417938,67493259
ACOLITE CONSTRUCTION (S) PTE LTD,198103784W,General Builder Class 2,GB2,na,30/6/18,37,GEYLANG LORONG 23,#05-03,YU LI INDUSTRIAL BUILDING,388371,67472322
ACP BUILDING SERVICES PTE LTD,200603246N,General Builder Class 2,GB2,na,16/6/18,63,Hillview Avenue,#07-03,Lam Soon Industrial Building,669569,67695190
ACP CONSTRUCTION PTE LTD,199101840K,General Builder Class 1,GB1,na,16/6/18,19,TANGLIN ROAD,#12-01,TANGLIN SHOPPING CENTRE,247909,67357865
ACROMEC ENGINEERS PTE LTD,199907795C,General Builder Class 1,GB1,na,16/6/18,4,KAKI BUKIT AVENUE 1,#06-03,na,417939,67431300
ACTIVITY CONSTRUCTION PTE. LTD.,200704764K,General Builder Class 2,GB2,na,19/1/18,18,BOON LAY WAY,#09-156,TRADEHUB 21,609966,66863228
ACTUS BUILDERS PTE LTD,199701624C,General Builder Class 1,GB1,na,16/6/18,33,UBI AVENUE 3,#05-27,VERTEX,408868,62811221
ACU (1955) CONTRACT PTE LTD,200312023W,General Builder Class 1,GB1,na,21/5/17,9,TAGORE LANE,#04-08,9 @ TAGORE,787472,67430523
ADA BUILDERS PTE. LTD.,200805959C,General Builder Class 1,GB1,na,25/6/18,273,KAKI BUKIT AVENUE 1,na,SHUN LI INDUSTRIAL PARK,416071,68420855
ADB FOUNDATION PTE. LTD.,200100464Z,General Builder Class 2,GB2,na,17/7/18,1,MORNINGTON CRESCENT,na,na,798635,67525525
ADB FOUNDATION PTE. LTD.,199502849Z,Specialist Builder (Piling Works),SB(PW),na,2/7/18,1,MORNINGTON CRESCENT,na,na,798635,67525525
ADDERO PTE. LTD.,200912111Z,General Builder Class 2,GB2,na,19/1/19,203,HOUGANG STREET 21,#04-47,na,530203,62858755
ADMATERIALS TECHNOLOGIES PTE. LTD.,200919918G,Specialist Builder (Site Investigation Work),SB(SI),na,19/7/18,58,SUNGEI KADUT LOOP,na,PROSPAQ INDUSTRIAL BUILDING,729501,63629066
ADVANCE FACILITIES PTE. LTD.,200918685D,General Builder Class 2,GB2,na,30/6/18,81,TAGORE LANE,#01-21,TAGA,787502,64816615
ADVANCE MEMBRANE SYSTEM PTE LTD,199204542C,General Builder Class 2,GB2,na,7/6/19,35,KALLANG PLACE,na,na,339163,62945192
ADVANCE SPORTS TECHNOLOGIES PTE. LTD.,200517196D,General Builder Class 1,GB1,na,16/9/18,81,UBI AVENUE 4,#05-19,UB. ONE,408830,65531540
ADVANCE-TEC ENGINEERING PTE. LTD.,199102242C,General Builder Class 2,GB2,na,1/8/16,7,WOODLANDS INDUSTRIAL PARK E2,na,NORDIX,757450,64818408
ADVANCED & BEST CONSTRUCTION PTE. LTD.,201112649N,General Builder Class 2,GB2,na,14/3/19,2,KALLANG PUDDING ROAD,#05-11,MACTECH BUILDING,349307,68372336
ADVANCED CONSTRUCTION & ENGINEERING PTE LTD,199604954H,Specialist Builder (Structural Steelwork),SB(SS),na,3/7/18,22,LORONG 21A GEYLANG,#10-01,PROSPER INDUSTRIAL BUILDING,388431,67438166
ADVANCED CONSTRUCTION & ENGINEERING PTE LTD,201540323R,General Builder Class 1,GB1,na,16/6/18,22,LORONG 21A GEYLANG,#10-01,PROSPER INDUSTRIAL BUILDING,388431,67438166
ADVENTURE CHALLENGE SYSTEMS PRIVATE LIMITED,199403293D,General Builder Class 2,GB2,na,16/6/18,1,Bukit Batok Crescent,#08-38,WCEGA Plaza,658064,65158450
ADVENTURE SYSTEMS PTE. LTD.,200415161N,General Builder Class 2,GB2,na,16/6/18,8,KAKI BUKIT AVENUE 4,#08-21,PREMIER @ KAKIT BUKIT,415875,65430282
AEC BUILDER PTE. LTD.,52822814E,General Builder Class 2,GB2,na,19/9/17,30,DEFU LANE 10,#03-114,na,539211,62895611
AEGIS BUILDING & ENGINEERING PTE LTD,199900836R,General Builder Class 1,GB1,na,16/6/18,135,UBI AVENUE 4,na,HENSON WAREHOUSE,408771,65321121
AEROCON E & T PTE LTD,200807196R,General Builder Class 2,GB2,na,10/3/19,143A,SIMS AVENUE,na,na,387465,66006643
AEROSTAR CORPORATION PTE LTD,200507615E,General Builder Class 2,GB2,na,27/6/18,28,SIN MING LANE,#07-136,MIDVIEW CITY,573972,63965671
AES FACADE PTE. LTD.,201212355D,General Builder Class 2,GB2,na,22/7/18,10,ADMIRALTY STREET,#03-56/57,NORTH LINK BUILDING,757695,64830003
AFONE INTERNATIONAL,198301650R,General Builder Class 2,GB2,na,28/8/18,258,SERANGOON CENTRAL DRIVE,#15-08,na,550258,62939506
AGGRADE CONSTRUCTION (S) PTE LTD,201023092E,General Builder Class 2,GB2,na,2/7/18,51,JALAN PEMIMPIN,#03-05,MAYFAIR INDUSTRIAL BUILDING,577206,65522377
AGILE DISTRIBUTION & ENGINEERING PTE. LTD.,198304581Z,General Builder Class 2,GB2,na,1/6/17,29,SENANG CRESCENT,na,na,416602,64481195
AGITECH INNOVATIONS PRIVATE LIMITED,201311266Z,General Builder Class 2,GB2,na,27/10/18,3,SOON LEE STREET,#06-14,PIONEER JUNCTION,627606,67343852
AGL FACADE SYSTEMS PTE. LTD.,200202434W,General Builder Class 2,GB2,na,23/3/19,1,SUNVIEW ROAD,#04-12,ECO-TECH@SUNVIEW,627615,67151558
AH BOON CIVIL ENGINEERING & BUILDING CONTRACTOR PTE LTD,198202522W,General Builder Class 1,GB1,na,16/6/18,2B,SUNGEI KADUT DRIVE,na,na,729555,63688866
AH BOON CIVIL ENGINEERING & BUILDING CONTRACTOR PTE LTD,201436671W,Specialist Builder (Piling Works),SB(PW),na,16/6/18,2B,SUNGEI KADUT DRIVE,na,na,729555,63688866
AH BOON ELECTRICAL CONSTRUCTION PTE LTD,197600949N,General Builder Class 2,GB2,na,14/8/18,944,JURONG WEST STREET 91,#05-499,na,640944,82433131
AHC ENTERPRISES PTE LTD,199601215W,General Builder Class 1,GB1,na,16/6/18,6,UBI ROAD 1,#05-05,WINTECH CENTRE,408726,67489929
AHK ENGINEERING PTE. LTD.,201117953G,General Builder Class 2,GB2,na,25/11/17,41,KALLANG PUDDING ROAD,#07-00H,na,349316,67482287
AHL ENGINEERING PTE. LTD.,199405845C,General Builder Class 2,GB2,na,16/6/18,67,UBI CRESCENT,#05-11,na,408560,67486978
AIK CHUAN CONSTRUCTION PTE. LTD.,199407828C,General Builder Class 1,GB1,na,23/6/18,21,MANDAI ESTATE,na,EVAN LIM BUILDING,729913,68906300
AIK HENG CONSTRUCTION PTE LTD,199903787E,General Builder Class 2,GB2,na,5/1/18,108C,MCNAIR ROAD,#08-222,TOWNER HEIGHTS,324108,63966408
AIK HUAT CONSTRUCTION PTE. LTD.,199408631E,General Builder Class 2,GB2,na,17/6/18,77,JALAN MALU MALU,na,na,769687,67559711
AIK LEONG PLUMBING CONSTRUCTION PTE LTD,200308856E,General Builder Class 1,GB1,na,30/6/18,4,PENJURU CLOSE,na,na,608574,63148301
AIK LEONG PLUMBING CONSTRUCTION PTE LTD,199508353M,Specialist Builder (Ground Support and Stabilisation Works),SB(GS),na,30/6/18,4,PENJURU CLOSE,na,na,608574,63148301
AIK LEONG PLUMBING CONSTRUCTION PTE LTD,200708311C,Specialist Builder (Piling Works),SB(PW),na,30/6/18,4,PENJURU CLOSE,na,na,608574,63148301
AIK LEONG PLUMBING CONSTRUCTION PTE LTD,199900581C,Specialist Builder (Structural Steelwork),SB(SS),na,30/6/18,4,PENJURU CLOSE,na,na,608574,63148301
AIK LIAN METAL & GLAZING PTE. LTD.,201213362Z,Specialist Builder (Structural Steelwork),SB(SS),na,31/7/17,705,SIMS DRIVE,#03-18,SHUN LI INDUSTRIAL COMPLEX,387384,67441730
AIK LIAN METAL & GLAZING PTE. LTD.,198303683Z,General Builder Class 2,GB2,na,17/10/16,705,SIMS DRIVE,#03-18,SHUN LI INDUSTRIAL COMPLEX,387384,67441730
AIK SAN CONSTRUCTION PTE LTD,201507899E,General Builder Class 1,GB1,na,16/6/18,16,WOODLANDS INDUSTRIAL PARK E1,na,na,757737,63631616
AIK SUN DEMOLITION & ENGINEERING PTE LTD,201607106Z,General Builder Class 2,GB2,na,16/6/18,9,SUNGEI KADUT CRESCENT,na,na,728687,63829659
AIK TAI LEE BUILDERS PTE LTD,201004553W,General Builder Class 2,GB2,na,12/10/17,59,UBI AVENUE 1,#03-15,BIZLINK CENTRE,408938,67462331
AIKCO CONSTRUCTION PTE LTD,199303413G,General Builder Class 2,GB2,na,16/6/18,5,ANG MO KIO INDUSTRIAL PARK 2A,#06-22,AMK TECH II,567760,67524244
AIM TOP ENTERPRISE PTE. LTD.,200511025K,General Builder Class 2,GB2,na,26/3/19,3007,"UBI ROAD 1, KAMPONG UBI INDUSTRIAL ESTATE",#05-424,na,408701,68426782
AIR & AIR SERVICES PTE LTD,200005492N,General Builder Class 2,GB2,na,3/3/18,1013,GEYLANG EAST AVENUE 3,#02-126,na,389728,67480288
AIRFRESH BUILDING SERVICES PTE. LTD.,200819850M,General Builder Class 2,GB2,na,19/12/16,32,ANG MO KIO INDUSTRIAL PARK 2,#05-15,SING INDUSTRIAL COMPLEX,569510,64585458
AJA ENTERPRISES PTE LTD,201326213D,General Builder Class 1,GB1,na,24/11/17,48,TOH GUAN ROAD EAST,#07-151,ENTERPRISE HUB,608586,62732322
AJA ENTERPRISES PTE LTD,200415665K,Specialist Builder (Structural Steelwork),SB(SS),na,24/11/17,48,TOH GUAN ROAD EAST,#07-151,ENTERPRISE HUB,608586,62732322
AJW CONSTRUCTION PTE. LTD.,200513516N,General Builder Class 2,GB2,na,6/9/18,2,BALESTIER ROAD,#04-645,BALESTIER HILL SHOPPING CENTRE,320002,64561946
ALAN KOH TRADING CO. PTE. LTD.,200607419D,General Builder Class 2,GB2,na,4/9/18,22,YIO CHU KANG ROAD,#02-21,HIGHLAND CENTRE,545535,62889068
ALBEDO DESIGN PTE. LTD.,201533806G,General Builder Class 2,GB2,na,25/11/18,5,LITTLE ROAD,#03-01,CEMTEX INDUSTRIAL BUILDING,536983,67182215
ALEXANDER S PTE LTD,200615642Z,General Builder Class 2,GB2,na,12/5/19,109,GRACE WALK,na,na,554482,92723080
ALFA TECH VESTASIA PTE. LTD.,200515686K,General Builder Class 1,GB1,na,15/5/19,46,KIM YAM ROAD,#03-03,THE HERENCIA,239351,64619300
ALL CONSTRUCTION ENGINEERING PTE LTD,200206245W,General Builder Class 2,GB2,na,29/3/19,1,SUNVIEW ROAD,#02-37,ECO-TECH @ SUNVIEW,627615,63525101
ALL WERKZ PTE. LTD.,200405921C,Specialist Builder (Structural Steelwork),SB(SS),na,23/4/17,2,YISHUN INDUSTRIAL STREET 1,#03-20,NORTH POINT BIZHUB,768159,68443119
ALL WERKZ PTE. LTD.,200406842Z,General Builder Class 2,GB2,na,19/12/16,2,YISHUN INDUSTRIAL STREET 1,#03-20,NORTH POINT BIZHUB,768159,68443119
ALLEGIANCE CONSTRUCTION PTE. LTD.,200313337N,General Builder Class 2,GB2,na,8/7/18,8,PARRY WALK,na,PARRY PARK,547026,96657808
ALLIANCE FACADE ENGINEERING PTE. LTD.,198802817E,General Builder Class 2,GB2,na,30/6/18,18,BOON LAY WAY,#09-126,TRADEHUB 21,609966,63165861
ALLLINK CONSTRUCTION PTE LTD,200810444W,General Builder Class 2,GB2,na,17/11/17,5,YISHUN INDUSTRIAL STREET 1,#02-17,NORTH SPRING BIZHUB,768161,62540678
ALMAX CONCEPTS PTE. LTD.,201527826Z,General Builder Class 2,GB2,na,1/10/18,3016,BEDOK NORTH AVENUE 4,#04-22,EASTECH,489947,64514459
ALN ENGINEERING PTE. LTD.,200102698D,General Builder Class 2,GB2,na,30/6/18,3016,BEDOK NORTH AVENUE 4,#07-08,EASTECH,489947,67497445
ALOFT BUILDERS PTE. LTD.,200408574H,General Builder Class 1,GB1,na,16/6/18,37,LORONG 23 GEYLANG,#07-06,YU LI INDUSTRIAL BUILDING,388371,68484554
ALPHA BUILDERS (2015) PTE. LTD.,199408629Z,General Builder Class 2,GB2,na,27/11/18,140,PAYA LEBAR ROAD,#06-15,AZ @ PAYA LEBAR,409015,63847757
ALPHA FOCUS (S) PTE. LTD.,199302122H,Specialist Builder (Piling Works),SB(PW),na,30/6/18,178,JOO CHIAT ROAD,#02-01,na,427449,63420122
ALPHA FOCUS (S) PTE. LTD.,198802451M,General Builder Class 1,GB1,na,6/8/18,178,JOO CHIAT ROAD,#02-01,na,427449,63420122
ALPHINE BUILDERS PTE LTD,200714313R,General Builder Class 2,GB2,na,28/10/18,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
ALRIC MEP ENGINEERING PTE. LTD.,200708203R,General Builder Class 2,GB2,na,15/5/17,9,TAGORE LANE,#01-19/20,9@TAGORE,787472,68538822
ALSALE HOLDINGS PTE. LTD.,200617529H,General Builder Class 2,GB2,na,27/6/18,20,ANG MO KIO INDUSTRIAL PARK 2A,#05-28,AMK TECH LINK,567761,64812860
ALSTERN TECHNOLOGIES SINGAPORE PTE. LTD.,200506238H,General Builder Class 2,GB2,na,30/10/17,3029A,UBI ROAD 3,#01-96,na,408661,67471527
ALSYS PTE. LTD.,200705389H,General Builder Class 2,GB2,na,20/7/18,3016,BEDOK NORTH AVENUE 4,#07-11,EASTECH,489947,64406636
ALTITUDE CONSTRUCTION & TRADING CO PTE LTD,200504576H,General Builder Class 2,GB2,na,31/5/19,5039,ANG MO KIO INDUSTRIAL PARK 2,#01-471,na,569542,63878013
ALTO CONSTRUCTION AND ENGINEERING SERVICES PTE. LTD.,201103476H,General Builder Class 2,GB2,na,16/6/18,35,TANNERY ROAD,#09-07,RUBY INDUSTRIAL COMPLEX,347740,97952218
ALTOVO BUILDERS PTE. LTD.,200300338W,General Builder Class 2,GB2,na,10/3/19,8,BOON LAY WAY,#10-15,8 @ TRADEHUB 21,609964,67950579
ALTUS FACILITIES ENGINEERING PTE. LTD.,201219150N,General Builder Class 2,GB2,na,19/6/18,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALTUS STEEL TECH (S) PTE. LTD.,201415895D,General Builder Class 2,GB2,na,16/6/18,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALUMEX ALLIANCE HOLDINGS PTE. LTD.,198201230H,General Builder Class 1,GB1,na,1/7/18,38,LOYANG DRIVE,#01-01,LOYANG INDUSTRIAL ESTATE,508960,63421221
ALUMINIUM & TECHNOLOGIES (ALTECH) PTE LTD,198306109Z,General Builder Class 2,GB2,na,31/7/18,15,CHANGI NORTH STREET 1,#01-28,I-LOFTS @ CHANGI,498765,65460616
ALUMNI CONSTRUCTION & TRADING PTE. LTD.,199400384G,General Builder Class 1,GB1,na,16/6/18,20,ANG MO KIO INDUSTRIAL PARK 2A,#02-06,AMK TECHLINK,567761,64825798
AMBUILDER ENGINEERING PTE LTD,201601171R,General Builder Class 2,GB2,na,31/3/18,10,ANSON ROAD,#15-14,INTERNATIONAL PLAZA,79903,93867312
AMCE GROUP PTE. LTD.,201116991Z,General Builder Class 2,GB2,na,16/6/18,21,Toh Guan Road East,#05-13,Toh Guan Centre,608609,65156686
AMCT CONSTRUCTION PTE LTD,199503324D,General Builder Class 2,GB2,na,2/1/18,51,BUKIT BATOK CRESCENT,#08-08,UNITY CENTRE,658077,65155977
AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,201501927K,General Builder Class 1,GB1,na,16/6/18,991E,ALEXANDRA ROAD,#01-25,na,119973,65018888
AMICO TECHNOLOGY INTERNATIONAL PTE. LTD.,198102478H,General Builder Class 2,GB2,na,20/7/18,18,TAMPINES INDUSTRIAL CRESCENT,#07-09,na,528605,64420828
AML DEVELOPMENT PTE. LTD.,199408256G,General Builder Class 2,GB2,na,31/8/17,351A,CHANGI ROAD,na,na,419818,68418632
AMXON CONSTRUCTORS PTE. LTD.,201130973N,General Builder Class 2,GB2,na,1/4/18,205,WOODLANDS AVENUE 9,#05-53,na,738957,64422822
AMXON STEEL PTE. LTD.,199802790C,General Builder Class 2,GB2,na,2/7/18,3018,BEDOK NORTH STREET 5,#06-01,na,486132,64422822
AN FU PRIVATE LIMITED,200813721M,General Builder Class 2,GB2,na,10/12/18,8,EU TONG SEN STREET,#22-88,THE CENTRAL,59818,62229919
AN XIN CONSTRUCTION PTE. LTD.,201009751G,General Builder Class 2,GB2,na,25/11/17,126,SERANGOON NORTH AVENUE 1,#06-67,na,550126,85221938
ANCHORAGE CONSTRUCTION CO PTE LTD,197400474W,General Builder Class 1,GB1,na,16/6/18,21,KALLANG AVENUE,#04-175,na,339412,62977189
ANCON ANDA PTE. LTD.,201504446C,General Builder Class 1,GB1,na,2/7/18,41,DEFU LANE 9,na,na,539281,63821911
ANDERCO PTE. LTD.,200714799C,General Builder Class 1,GB1,na,16/6/18,3,TUAS VIEW CIRCUIT,na,LBG BUILDING,637645,68620049
ANDERCO PTE. LTD.,201420657C,Specialist Builder (Structural Steelwork),SB(SS),na,25/11/18,3,TUAS VIEW CIRCUIT,na,LBG BUILDING,637645,68620049
ANDO ENGINEERING CONSTRUCTION PTE LTD,199300810D,General Builder Class 2,GB2,na,10/3/19,BLK 3016A,UBI ROAD 1,#01-02,na,408707,96664848
ANDROID BUILDER PTE. LTD.,201430652E,General Builder Class 2,GB2,na,17/9/18,151,WOODLANDS STREET 13,#06-801,na,730151,66966923
ANG CHENG GUAN CONSTRUCTION PTE LTD,200800967K,General Builder Class 1,GB1,na,16/6/18,10,KIAN TECK CRESCENT,na,na,628876,65633673
